word,kk_valence_mean,kk_valence_sd,kk_arousal_mean,kk_arousal_sd,kk_concreteness_mean,kk_concreteness_sd,number_of_letters,number_of_syllables,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,resp_scale.response,resp_scale.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Irrsinn,3.9375,1.934441,5.539683,2.354306,7.419355,1.815673,7,2,0,33,33,50,81.10841139999684,,1.0,2.1325769999966724,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Feind,3.079365,2.384774,7.0,2.12319,6.016129,2.53818,5,1,0,34,34,22,83.27781909999612,,2.0,3.085677199997008,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Paar,6.492064,2.256696,5.095238,2.374015,4.174603,2.768135,4,1,0,35,35,63,86.42527169999084,,4.0,2.938330599994515,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Urne,3.5625,2.114763,4.809524,2.558081,2.0,1.45912,4,2,0,36,36,89,89.42634510000062,,5.0,1.9906186000007438,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Dach,5.171875,1.120582,2.42623,1.765021,1.580645,1.0643,4,1,0,37,37,17,91.47909319998871,,5.0,1.2517839999927673,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Produkt,5.140625,0.870453,2.253968,1.645799,4.380952,2.942616,7,2,0,38,38,69,92.79423790000146,,4.0,1.99502110001049,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Lager,5.171875,1.1893,2.33871,2.032067,3.096774,2.434113,5,2,0,39,39,54,94.84490969999752,,4.0,1.9338087000069208,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Tugend,6.225807,2.1533,4.603175,2.366021,7.548387,2.013702,6,2,0,40,40,87,96.83064279999235,,2.0,1.7838868999970146,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Helfer,6.66129,2.475742,4.571429,2.600957,4.714286,2.696644,6,2,0,41,41,44,98.69660419999855,,4.0,2.35149589998764,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Geheul,3.59375,2.068039,5.31746,2.347445,6.142857,2.381766,6,2,0,42,42,30,101.0973079999967,,3.0,3.1973958000016864,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Gezänk,3.328125,2.047489,5.0625,2.455153,6.984127,2.105998,6,2,0,43,43,36,104.36539989999437,,3.0,2.2813492999994196,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Glaube,5.952381,2.239157,4.564516,2.287679,8.048387,1.768832,6,2,0,44,44,38,106.68285299999116,,1.0,2.546052599995164,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Tasche,5.09375,1.136952,2.412698,1.880588,1.596774,1.151758,6,2,0,45,45,83,109.2847141999955,,5.0,1.7801870999974199,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Zimmer,5.375,0.967733,2.650794,2.041179,2.238095,1.729388,6,2,0,46,46,97,111.13446629999089,,5.0,0.9990667999954894,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Getier,4.380952,1.790914,4.546875,2.672195,4.015873,2.808352,6,2,0,47,47,35,112.18484360000002,,4.0,2.698747000002186,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Phobie,3.412698,2.460232,6.15625,2.365216,8.0,1.471032,6,2,0,48,48,67,114.93962449999526,,2.0,2.8305075999960536,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Freibad,6.079365,2.034395,3.703125,2.14313,2.333333,2.047816,7,1,0,49,49,26,117.83889389999968,,5.0,1.6446144999936223,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Anhang,5.015625,0.983873,2.33871,1.889952,6.016129,2.790452,6,2,0,50,50,3,119.52246279999963,,3.0,5.030589300004067,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Pest,2.904762,2.860827,6.84127,2.171712,4.612903,2.932882,4,1,0,51,51,66,124.63968959999329,,4.0,2.060256600001594,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Felsen,5.390625,1.304658,3.274194,2.166582,1.258065,0.541264,6,2,0,52,52,23,126.77351159999671,,5.0,1.9737602999957744,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Bad,6.063492,1.785904,3.904762,2.786571,1.774194,1.31098,3,1,0,53,53,6,128.79323270000168,,5.0,1.762569300000905,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Bahn,5.125,1.18857,2.806452,2.481662,1.612903,1.07665,4,1,0,54,54,7,130.5935749999917,,5.0,1.1835486999916611,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Gedicht,6.333333,2.032002,4.634921,2.522809,3.777778,2.523723,7,2,0,55,55,29,131.8421049999888,,4.0,1.882002199999988,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Tripper,3.142857,2.663112,6.265625,2.463977,4.951613,3.091116,7,2,0,56,56,85,133.75967849999142,,3.0,2.094587900006445,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Paket,5.484375,1.297032,2.650794,2.056922,1.83871,1.427982,5,2,0,57,57,64,135.92709299999115,,5.0,1.8330265999975381,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Hengst,5.453125,1.413424,4.285714,2.445724,2.209677,1.784607,6,1,0,58,58,45,137.8119136000023,,5.0,1.3139357999898493,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Stapel,4.96875,0.616409,1.918033,1.68617,2.984127,2.239615,6,2,0,59,59,77,139.17814089999592,,5.0,1.9098511999909533,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Hast,3.84375,2.001735,5.539683,2.551568,7.412698,1.914587,4,1,0,60,60,43,141.12885509998887,,2.0,1.8841249999968568,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Picknick,6.258065,2.209781,4.671875,2.26817,3.301587,2.387028,8,2,0,61,61,68,143.06642560000182,,5.0,2.617952200002037,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Inhalt,5.140625,0.989904,2.131148,1.687952,6.571429,2.353544,6,2,0,62,62,49,145.7639526999992,,3.0,2.563032200007001,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Kreide,5.046875,0.764898,2.21875,1.588338,1.451613,0.761307,6,2,0,63,63,52,148.39830380000058,,5.0,1.8490321999997832,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Reptil,4.75,1.414214,3.640625,2.228012,2.241936,1.585648,6,2,0,64,64,70,150.31566219999513,,5.0,1.209890500002075,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Butter,4.936508,0.948224,2.306452,1.825042,1.693548,1.064921,6,2,0,65,65,16,151.5858339999977,,5.0,1.5006212000007508,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Wohl,6.193548,1.982205,4.765625,2.355286,7.564516,2.093088,4,1,0,66,66,92,153.1515109999891,,2.0,1.9342787999921711,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Geier,4.25,1.885618,3.83871,2.334303,1.666667,1.295152,5,2,0,67,67,31,155.15258949999406,,5.0,2.1783296999929007,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Mystik,5.730159,1.638315,4.90625,2.361858,7.887097,1.865167,6,2,0,68,68,60,157.38677949999692,,1.0,1.8347863000090001,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Schale,5.15873,0.936816,2.672131,1.989316,1.854839,1.597609,6,2,0,69,69,73,159.3022523999971,,4.0,2.084730899994611,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Anzahl,5.126984,0.729385,2.33871,1.983072,6.770492,2.30502,6,2,0,70,70,5,161.4403319999983,,3.0,1.6925129000010202,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Schal,5.203125,1.544881,2.507937,1.990891,1.634921,1.248245,5,1,0,71,71,72,163.18744739999238,,5.0,1.429245200008154,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Urin,3.671875,1.782229,6.31746,2.220327,2.222222,1.72687,4,2,0,72,72,88,164.6876845999941,,5.0,1.4488226000103168,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Ordner,5.171875,1.032099,2.196721,1.777823,2.380952,2.330918,6,2,0,73,73,62,166.20498860000225,,5.0,1.113356300003943,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Kotze,2.825397,2.636834,6.419355,2.329767,1.952381,1.507279,5,2,0,74,74,51,167.3887085000024,,5.0,1.4760524999874178,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Gift,3.390625,2.32732,6.52381,2.284994,4.190476,2.717074,4,1,0,75,75,37,168.92318030000024,,5.0,1.1491705999942496,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Sucht,3.238095,2.427758,6.349206,1.952325,7.564516,1.996891,5,1,0,76,76,80,170.1398266999895,,2.0,2.1116105999972206,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Harem,4.953125,2.058121,5.140625,2.474423,4.190476,2.614211,5,2,0,77,77,41,172.30710259999614,,1.0,1.728371999997762,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Infarkt,3.109375,2.539324,6.885246,2.129932,4.571429,2.849529,7,2,0,78,78,48,174.09374149999348,,3.0,3.6123334000003524,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Tragik,4.171875,2.059085,5.09375,2.293668,8.290323,0.964741,6,2,0,79,79,84,177.7600611999951,,2.0,1.9447175999957835,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Beruf,5.671875,1.533278,2.90625,2.201866,5.904762,2.698353,5,2,0,80,80,10,179.75985599998967,,4.0,2.6536361999897053,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Stachel,4.476191,1.56429,4.0625,2.409472,1.873016,1.22464,7,2,0,81,81,76,182.4942987999966,,4.0,1.6162253000074998,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Vortrag,5.28125,1.147375,2.725807,2.073797,4.888889,2.609605,7,2,0,82,82,90,184.14866579999216,,4.0,1.7491031999961706,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Betrug,3.25,2.519763,5.857143,2.638775,6.677419,2.386947,6,2,0,83,83,12,185.96515160000126,,3.0,2.177058400004171,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Advent,6.301587,2.060652,4.079365,2.671846,5.306452,2.928597,6,2,0,84,84,1,188.21312479999324,,4.0,2.127784399999655,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Gemahl,5.75,1.708987,3.984127,2.331358,4.349206,2.640618,6,2,0,85,85,34,190.40027800000098,,4.0,1.6785766999964835,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Fleiss,6.460318,1.941278,4.238095,2.204938,7.725807,1.651322,5,1,0,86,86,24,192.1505354999972,,2.0,1.8508110999973724,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Becken,5.421875,1.44535,2.714286,2.01949,2.274194,1.738375,6,2,0,87,87,9,194.08191870000155,,5.0,2.5484540999896126,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Stress,3.515625,2.316211,5.777778,2.574343,7.349206,2.033262,6,1,0,88,88,78,196.68531109999458,,2.0,1.8627707999985432,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Abfahrt,5.046875,0.966579,2.096774,1.467793,5.412698,2.60666,7,2,0,89,89,0,198.60012789999018,,2.0,4.296752199996263,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Wunsch,6.322581,2.046782,5.3125,2.455153,7.919355,1.518178,6,1,0,90,90,93,202.9350565999921,,1.0,2.621014100004686,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Album,5.328125,1.2731,2.714286,1.852884,2.741936,2.126611,5,2,0,91,91,2,205.62229780000052,,4.0,2.5673871000035433,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Handlung,5.112903,0.9427,3.0,1.909231,6.612903,2.397778,8,2,0,92,92,40,208.27055469999323,,3.0,2.241458299991791,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Lampe,5.365079,0.97222,2.274194,1.917729,1.285714,0.633184,5,2,0,93,93,55,210.5545090999949,,5.0,1.5543008999957237,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Zeitung,5.5625,1.592393,2.419355,1.625094,1.380952,0.705476,7,2,0,94,94,95,212.17193129999214,,5.0,1.0077063999924576,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Dampf,5.015625,0.604013,2.40625,1.55041,3.322581,2.487834,5,1,0,95,95,18,213.22288219998882,,5.0,1.715752700009034,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Bündel,5.03125,0.835117,2.741936,2.087712,3.174603,2.317811,6,2,0,96,96,15,215.00634909998917,,5.0,2.140448000005563,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Geisel,2.857143,2.64488,6.460318,2.298845,4.0,2.61145,6,2,0,97,97,33,217.1905124999903,,5.0,1.9664394999999786,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Stunk,3.53125,2.281525,5.90625,2.314336,6.822581,2.161695,5,1,0,98,98,79,219.20778129999235,,3.0,1.7645601999975042,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
Triumph,6.419355,2.243741,6.301587,2.550363,7.387097,1.986469,7,2,0,99,99,86,221.04186019999906,,2.0,1.8445369999972172,724122,001,2023-10-25_17h22.06.939,demo_experiment,2023.2.3,59.976309357202325,2023-10-25 17h22.13.692085 +0200,
