word,kk_valence_mean,kk_valence_sd,kk_arousal_mean,kk_arousal_sd,kk_concreteness_mean,kk_concreteness_sd,number_of_letters,number_of_syllables,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,resp_scale.response,resp_scale.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Faden,5.0625,0.61399,2.114754,1.761613,1.698413,1.041632,5,2,0,0,0,21,2.1707194599985087,,5.0,5.0146738160001405,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Urin,3.671875,1.782229,6.31746,2.220327,2.222222,1.72687,4,2,0,1,1,88,7.297087814000406,,5.0,1.6142932679977093,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Zimmer,5.375,0.967733,2.650794,2.041179,2.238095,1.729388,6,2,0,2,2,97,8.955053148998559,,4.0,1.0105764369982353,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Fleiss,6.460318,1.941278,4.238095,2.204938,7.725807,1.651322,5,1,0,3,3,24,10.006344740999339,,5.0,0.6903669040002569,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Bestand,4.984375,0.845008,2.190476,1.664207,6.725807,2.416944,7,2,0,4,4,11,10.744162547001906,,4.0,2.1431225710002764,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Denkmal,5.703125,1.465797,3.3125,2.046096,1.936508,1.63503,7,1,0,5,5,19,12.928525412000454,,5.0,1.128013582998392,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Lager,5.171875,1.1893,2.33871,2.032067,3.096774,2.434113,5,2,0,6,6,54,14.097670464001567,,5.0,1.7683385520031152,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Irrsinn,3.9375,1.934441,5.539683,2.354306,7.419355,1.815673,7,2,0,7,7,50,15.908142512002087,,4.0,0.9966640390011889,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Bohne,5.109375,1.009749,2.492064,1.974621,1.603175,1.085679,5,2,0,8,8,13,16.944486469001276,,5.0,0.9578768529972876,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Liebchen,6.206349,1.667127,5.09375,2.334821,6.428571,2.029733,8,2,0,9,9,56,17.941987696998694,,4.0,0.9431668569995963,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Stunk,3.53125,2.281525,5.90625,2.314336,6.822581,2.161695,5,1,0,10,10,79,18.92627352099953,,5.0,1.0359253700007685,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Tugend,6.225807,2.1533,4.603175,2.366021,7.548387,2.013702,6,2,0,11,11,87,20.00445458000104,,1.0,2.2944317159999628,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Meer,6.451613,2.413605,5.428571,2.716225,2.253968,2.078835,4,1,0,12,12,59,22.34137987199938,,3.0,1.4842629800004943,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Triumph,6.419355,2.243741,6.301587,2.550363,7.387097,1.986469,7,2,0,13,13,86,23.865999720001128,,4.0,1.0620256660004088,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Ordner,5.171875,1.032099,2.196721,1.777823,2.380952,2.330918,6,2,0,14,14,62,24.972634986999765,,3.0,1.0070249489981506,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Opfer,3.0,2.469165,6.428571,2.298066,4.968254,2.614897,5,2,0,15,15,61,26.018816309999238,,4.0,1.5600140250026016,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Geheul,3.59375,2.068039,5.31746,2.347445,6.142857,2.381766,6,2,0,16,16,30,27.622365972001717,,3.0,0.7003439410000283,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Abfahrt,5.046875,0.966579,2.096774,1.467793,5.412698,2.60666,7,2,0,17,17,0,28.361994800001412,,5.0,0.9710457350010984,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Kotze,2.825397,2.636834,6.419355,2.329767,1.952381,1.507279,5,2,0,18,18,51,29.37253392600178,,4.0,1.8081829119983013,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
Handlung,5.112903,0.9427,3.0,1.909231,6.612903,2.397778,8,2,0,19,19,40,31.226638834999903,,5.0,0.9938804899975366,373637,001,2023-10-26_23h39.52.867,demo_experiment,2023.2.3,60.34310255383167,2023-10-26 23h39.57.397724 +0200,
