word,kk_valence_mean,kk_valence_sd,kk_arousal_mean,kk_arousal_sd,kk_concreteness_mean,kk_concreteness_sd,number_of_letters,number_of_syllables,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,resp_scale.response,resp_scale.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Becken,5.421875,1.44535,2.714286,2.01949,2.274194,1.738375,6,2,0,0,0,9,1.517198899993673,,5.0,11.971584000013536,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Faden,5.0625,0.61399,2.114754,1.761613,1.698413,1.041632,5,2,0,1,1,21,13.545255600009114,,5.0,2.215789700014284,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Lampe,5.365079,0.97222,2.274194,1.917729,1.285714,0.633184,5,2,0,2,2,55,15.869471900019562,,5.0,2.210060000012163,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Album,5.328125,1.2731,2.714286,1.852884,2.741936,2.126611,5,2,0,3,3,2,18.198947700002464,,3.0,3.54138789998251,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Butter,4.936508,0.948224,2.306452,1.825042,1.693548,1.064921,6,2,0,4,4,16,21.82560569999623,,5.0,2.3103820999967866,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Geier,4.25,1.885618,3.83871,2.334303,1.666667,1.295152,5,2,0,5,5,31,24.275005600007717,,4.0,3.4522740000102203,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Schale,5.15873,0.936816,2.672131,1.989316,1.854839,1.597609,6,2,0,6,6,73,27.83679880001,,2.0,2.520011299988255,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Wohl,6.193548,1.982205,4.765625,2.355286,7.564516,2.093088,4,1,0,7,7,92,30.42259770000237,,1.0,2.347726599982707,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Schuh,5.375,1.558387,2.734375,2.169355,1.31746,0.779276,5,1,0,8,8,75,32.86068310000701,,5.0,2.6110326999914832,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Produkt,5.140625,0.870453,2.253968,1.645799,4.380952,2.942616,7,2,0,9,9,69,35.52675640000962,,1.0,2.499391600023955,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Felsen,5.390625,1.304658,3.274194,2.166582,1.258065,0.541264,6,2,0,10,10,23,38.096993000013754,,4.0,2.9357236999785528,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Anhang,5.015625,0.983873,2.33871,1.889952,6.016129,2.790452,6,2,0,11,11,3,41.107979699998396,,1.0,2.9850406000041403,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Vortrag,5.28125,1.147375,2.725807,2.073797,4.888889,2.609605,7,2,0,12,12,90,44.1331341000041,,2.0,2.2974353000172414,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Kummer,3.296875,2.517745,5.109375,2.35107,7.920635,1.649062,6,2,0,13,13,53,46.52847740001744,,1.0,2.8386841000174172,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Ordner,5.171875,1.032099,2.196721,1.777823,2.380952,2.330918,6,2,0,14,14,62,49.42649800001527,,3.0,3.207836600020528,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Fluch,3.253968,2.257377,5.68254,2.428496,7.52381,1.82153,5,1,0,15,15,25,52.73513710001134,,1.0,2.1408255000133067,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Urne,3.5625,2.114763,4.809524,2.558081,2.0,1.45912,4,2,0,16,16,89,54.9879858000204,,4.0,6.4866648000024725,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Bad,6.063492,1.785904,3.904762,2.786571,1.774194,1.31098,3,1,0,17,17,6,61.575714200007496,,2.0,2.4225982000061776,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Inhalt,5.140625,0.989904,2.131148,1.687952,6.571429,2.353544,6,2,0,18,18,49,64.05678340001032,,1.0,3.145167999988189,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Urin,3.671875,1.782229,6.31746,2.220327,2.222222,1.72687,4,2,0,19,19,88,67.25255030000699,,5.0,3.495233300025575,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Wunsch,6.322581,2.046782,5.3125,2.455153,7.919355,1.518178,6,1,0,20,20,93,70.83148069999879,,1.0,2.1872591000283137,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Kotze,2.825397,2.636834,6.419355,2.329767,1.952381,1.507279,5,2,0,21,21,51,73.090452000004,,3.0,3.1545295999967493,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Lager,5.171875,1.1893,2.33871,2.032067,3.096774,2.434113,5,2,0,22,22,54,76.3464568000054,,2.0,2.309186900005443,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Zelt,5.734375,1.555759,3.269841,2.208534,1.460318,0.839074,4,1,0,23,23,96,78.70596419999492,,5.0,4.026239200000418,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Hengst,5.453125,1.413424,4.285714,2.445724,2.209677,1.784607,6,1,0,24,24,45,82.79472800000804,,4.0,2.8406996999983676,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Hymne,5.765625,1.941544,4.1875,2.435681,5.129032,2.748972,5,2,0,25,25,47,85.71644459999516,,3.0,2.42054989997996,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Getier,4.380952,1.790914,4.546875,2.672195,4.015873,2.808352,6,2,0,26,26,35,88.20048110000789,,1.0,2.404831199994078,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Abfahrt,5.046875,0.966579,2.096774,1.467793,5.412698,2.60666,7,2,0,27,27,0,90.69027000002097,,2.0,4.27832889999263,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Geisel,2.857143,2.64488,6.460318,2.298845,4.0,2.61145,6,2,0,28,28,33,95.01832950001699,,4.0,2.042407800006913,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Einfahrt,5.09375,0.830352,1.983871,1.583645,4.079365,2.62925,8,2,0,29,29,20,97.16075880001881,,2.0,2.417567099997541,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Säufer,3.3125,2.46805,6.578125,2.266419,4.206349,2.634503,6,2,0,30,30,71,99.65583820000757,,4.0,4.97799529999611,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Bündel,5.03125,0.835117,2.741936,2.087712,3.174603,2.317811,6,2,0,31,31,15,104.69068160001189,,2.0,2.882007199979853,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Handlung,5.112903,0.9427,3.0,1.909231,6.612903,2.397778,8,2,0,32,32,40,107.6549776000029,,4.0,5.366258699999889,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Stapel,4.96875,0.616409,1.918033,1.68617,2.984127,2.239615,6,2,0,33,33,77,113.10504510000465,,4.0,4.460658500000136,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Reptil,4.75,1.414214,3.640625,2.228012,2.241936,1.585648,6,2,0,34,34,70,117.62337950000074,,4.0,3.257554000010714,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Infarkt,3.109375,2.539324,6.885246,2.129932,4.571429,2.849529,7,2,0,35,35,48,120.92727519999607,,4.0,2.805723899975419,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Denkmal,5.703125,1.465797,3.3125,2.046096,1.936508,1.63503,7,1,0,36,36,19,123.79865630000131,,4.0,1.6833242000138853,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Tango,6.25,2.130653,4.796875,2.495581,3.774194,2.418639,5,2,0,37,37,81,125.58932699999423,,4.0,1.7278569000191055,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Wissen,6.15873,2.201219,4.68254,2.752274,7.870968,1.56272,6,2,0,38,38,91,127.36445240001194,,2.0,3.0797057000163477,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Gemahl,5.75,1.708987,3.984127,2.331358,4.349206,2.640618,6,2,0,39,39,34,130.50664500001585,,4.0,5.567585800017696,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Tugend,6.225807,2.1533,4.603175,2.366021,7.548387,2.013702,6,2,0,40,40,87,136.13288540000212,,1.0,2.198512600007234,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Tänzer,5.904762,2.005752,5.52381,2.638775,3.31746,2.263493,6,2,0,41,41,82,138.3964074999967,,4.0,3.3904590999882203,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Freund,6.9375,2.587362,7.111111,2.215132,4.730159,2.846653,6,1,0,42,42,27,141.8399185000162,,4.0,2.4511719000001904,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Liebchen,6.206349,1.667127,5.09375,2.334821,6.428571,2.029733,8,2,0,43,43,56,144.38100769999437,,4.0,2.431066799996188,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Picknick,6.258065,2.209781,4.671875,2.26817,3.301587,2.387028,8,2,0,44,44,68,146.89152239999385,,5.0,2.9475819999934174,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Gedicht,6.333333,2.032002,4.634921,2.522809,3.777778,2.523723,7,2,0,45,45,29,149.9442313000036,,3.0,6.3398799000133295,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Dach,5.171875,1.120582,2.42623,1.765021,1.580645,1.0643,4,1,0,46,46,17,156.39011510001728,,5.0,3.169735200004652,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Geilheit,4.890625,2.19029,7.03125,1.708696,7.774194,1.731287,8,2,0,47,47,32,159.60960180000984,,4.0,5.7189858999918215,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Stress,3.515625,2.316211,5.777778,2.574343,7.349206,2.033262,6,1,0,48,48,78,165.3981433000008,,4.0,3.348993000021437,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Bestand,4.984375,0.845008,2.190476,1.664207,6.725807,2.416944,7,2,0,49,49,11,168.81842930000857,,4.0,1.83693889999995,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Glaube,5.952381,2.239157,4.564516,2.287679,8.048387,1.768832,6,2,0,50,50,38,170.70061080000596,,2.0,6.749542499979725,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Phobie,3.412698,2.460232,6.15625,2.365216,8.0,1.471032,6,2,0,51,51,67,177.48904830001993,,5.0,3.2992303000064567,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Zufuhr,5.015625,0.577135,2.065574,1.681952,5.693548,2.460099,6,2,0,52,52,98,180.84261479999986,,1.0,2.8910423000052106,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Beruf,5.671875,1.533278,2.90625,2.201866,5.904762,2.698353,5,2,0,53,53,10,183.83944340000744,,4.0,3.4632597000163514,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Gift,3.390625,2.32732,6.52381,2.284994,4.190476,2.717074,4,1,0,54,54,37,187.36555119999684,,4.0,6.800333999999566,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Betrug,3.25,2.519763,5.857143,2.638775,6.677419,2.386947,6,2,0,55,55,12,194.22176720001153,,3.0,3.271961399994325,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Dampf,5.015625,0.604013,2.40625,1.55041,3.322581,2.487834,5,1,0,56,56,18,197.56871130000218,,5.0,5.741388399997959,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Harem,4.953125,2.058121,5.140625,2.474423,4.190476,2.614211,5,2,0,57,57,41,203.37164180001128,,5.0,1.7243565999960992,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Hast,3.84375,2.001735,5.539683,2.551568,7.412698,1.914587,4,1,0,58,58,43,205.1498283999972,,2.0,2.982915700005833,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Bonbon,5.984127,1.755104,3.3125,2.069238,1.741936,1.213794,6,2,0,59,59,14,208.23775510000996,,5.0,3.964161200012313,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Gebäck,6.0625,1.717094,3.234375,2.180303,2.0,1.305725,6,2,0,60,60,28,212.23964830001933,,5.0,1.7924803999776486,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Gunst,6.174603,1.631739,3.609375,2.272103,7.435484,1.770625,5,1,0,61,61,39,214.09283080001478,,1.0,2.2409227000025567,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Zeitung,5.5625,1.592393,2.419355,1.625094,1.380952,0.705476,7,2,0,62,62,95,216.383421800012,,5.0,1.787667099997634,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Bahn,5.125,1.18857,2.806452,2.481662,1.612903,1.07665,4,1,0,63,63,7,218.2805833000166,,5.0,1.886339599994244,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Anreiz,6.112903,1.934203,4.84375,2.338218,7.285714,2.090135,6,2,0,64,64,4,220.21622400000342,,2.0,2.1361051999847405,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
Opfer,3.0,2.469165,6.428571,2.298066,4.968254,2.614897,5,2,0,65,65,61,222.39534069999354,,4.0,9.524373799999012,530636,001,2023-10-29_12h29.18.065,demo_experiment,2023.2.3,59.99592028477006,2023-10-29 12h29.31.190389 +0100,
