word,kk_valence_mean,kk_valence_sd,kk_arousal_mean,kk_arousal_sd,kk_concreteness_mean,kk_concreteness_sd,number_of_letters,number_of_syllables,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,resp_scale.response,resp_scale.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Glaube,5.952381,2.239157,4.564516,2.287679,8.048387,1.768832,6,2,0,0,0,38,21.80563178099692,,1.0,7.161891320021823,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Einfahrt,5.09375,0.830352,1.983871,1.583645,4.079365,2.62925,8,2,0,1,1,20,29.033189079957083,,5.0,3.8436762880301103,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Wunsch,6.322581,2.046782,5.3125,2.455153,7.919355,1.518178,6,1,0,2,2,93,32.94169062701985,,2.0,8.036289624986239,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Fluch,3.253968,2.257377,5.68254,2.428496,7.52381,1.82153,5,1,0,3,3,25,41.029359219945036,,2.0,3.7162756350589916,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Zug,5.269841,1.050443,2.16129,1.601163,1.571429,1.102991,3,1,0,4,4,99,44.80529332195874,,5.0,2.164892812957987,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Gezänk,3.328125,2.047489,5.0625,2.455153,6.984127,2.105998,6,2,0,5,5,36,47.02887886099052,,2.0,5.818276998004876,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Geilheit,4.890625,2.19029,7.03125,1.708696,7.774194,1.731287,8,2,0,6,6,32,52.903672224027105,,1.0,3.2844204950379208,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Schale,5.15873,0.936816,2.672131,1.989316,1.854839,1.597609,6,2,0,7,7,73,56.23949933296535,,4.0,3.0802406769944355,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Mystik,5.730159,1.638315,4.90625,2.361858,7.887097,1.865167,6,2,0,8,8,60,59.3663752010325,,2.0,3.6929743280634284,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
Geheul,3.59375,2.068039,5.31746,2.347445,6.142857,2.381766,6,2,0,9,9,30,63.12678814702667,,3.0,4.367302244994789,996368,001,2023-10-25_13h31.06.016,demo_experiment,2023.2.3,60.04304462026871,2023-10-25 13h31.11.772516 +0200,
